Label,Function,SourceFile,Architecture
1,_init,Unknown,arm
2,abort,Unknown,arm
3,_dl_start,Unknown,arm
4,_Unwind_GetDataRelBase,Unknown,arm
5,_Unwind_GetTextRelBase,Unknown,arm
6,_IO_stdfiles_init,Unknown,arm
7,_start,Unknown,arm
8,call_weak_fn,Unknown,arm
9,deregister_tm_clones,Unknown,arm
10,register_tm_clones,Unknown,arm
11,__do_global_dtors_aux,Unknown,arm
12,frame_dummy,Unknown,arm
13,attack_app_proxy,Unknown,arm
14,attack_app_http,Unknown,arm
15,attack_app_cfnull,Unknown,arm
16,attack_gre_ip,Unknown,arm
17,attack_gre_eth,Unknown,arm
18,attack_init,Unknown,arm
19,attack_kill_all,Unknown,arm
20,attack_parse,Unknown,arm
21,attack_start,Unknown,arm
22,attack_get_opt_str,Unknown,arm
23,attack_get_opt_int,Unknown,arm
24,attack_get_opt_ip,Unknown,arm
25,add_attack,Unknown,arm
26,free_opts,Unknown,arm
27,attack_tcp_syn,Unknown,arm
28,attack_tcp_ack,Unknown,arm
29,attack_tcp_stomp,Unknown,arm
30,attack_udp_generic,Unknown,arm
31,attack_udp_vse,Unknown,arm
32,attack_udp_dns,Unknown,arm
33,attack_udp_plain,Unknown,arm
34,get_dns_resolver,Unknown,arm
35,checksum_generic,Unknown,arm
36,checksum_tcpudp,Unknown,arm
37,killer_init,Unknown,arm
38,killer_kill,Unknown,arm
39,killer_kill_by_port,Unknown,arm
40,has_exe_access,Unknown,arm
41,memory_scan_match,Unknown,arm
42,mem_exists,Unknown,arm
43,main,Unknown,arm
44,anti_gdb_entry,Unknown,arm
45,resolve_cnc_addr,Unknown,arm
46,establish_connection,Unknown,arm
47,teardown_connection,Unknown,arm
48,ensure_single_instance,Unknown,arm
49,unlock_tbl_if_nodebug,Unknown,arm
50,rand_init,Unknown,arm
51,rand_next,Unknown,arm
52,rand_str,Unknown,arm
53,rand_alphastr,Unknown,arm
54,resolv_domain_to_hostname,Unknown,arm
55,resolv_skip_name,Unknown,arm
56,resolv_lookup,Unknown,arm
57,resolv_entries_free,Unknown,arm
58,table_init,Unknown,arm
59,table_unlock_val,Unknown,arm
60,table_lock_val,Unknown,arm
61,table_retrieve_val,Unknown,arm
62,add_entry,Unknown,arm
63,toggle_obf,Unknown,arm
64,util_strlen,Unknown,arm
65,util_strncmp,Unknown,arm
66,util_strcmp,Unknown,arm
67,util_strcpy,Unknown,arm
68,util_memcpy,Unknown,arm
69,util_zero,Unknown,arm
70,util_atoi,Unknown,arm
71,util_itoa,Unknown,arm
72,util_memsearch,Unknown,arm
73,util_stristr,Unknown,arm
74,util_local_addr,Unknown,arm
75,util_fdgets,Unknown,arm
76,util_isupper,Unknown,arm
77,util_isalpha,Unknown,arm
78,util_isspace,Unknown,arm
79,util_isdigit,Unknown,arm
80,__udivsi3,Unknown,arm
81,__aeabi_uidivmod,Unknown,arm
82,__divsi3,Unknown,arm
83,.divsi3_skip_div0_test,Unknown,arm
84,__aeabi_idivmod,Unknown,arm
85,__aeabi_ldiv0,Unknown,arm
86,call_fini,Unknown,arm
