Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_O3,0x00032eb4,_IO_new_file_xsputn,0,5,3,18,21,144,0x0042aae8,_IO_new_file_xsputn,0,4,3,19,22,155,0.8695652173913043,20,23,109,0.7290969899665551,0
opt_O3,0x00057b04,_IO_new_fopen,3,1,2,0,3,3,0x0045a9e8,_IO_new_fopen,3,1,2,0,3,3,1.0,3,3,3,1.0,0
opt_O3,0x00034a9c,_IO_no_init,2,0,5,4,12,125,0x0042cea4,_IO_no_init,2,0,5,2,13,123,0.9230769230769231,12,13,110,0.8870967741935484,0
opt_O3,0x00034a1c,_IO_old_init,0,0,2,2,11,71,0x0042ce24,_IO_old_init,0,0,2,1,12,68,0.9166666666666666,11,12,65,0.935251798561151,0
opt_O3,0x00035988,_IO_remove_marker,0,0,1,3,10,27,0x0042df88,_IO_remove_marker,0,0,1,3,10,28,1.0,10,10,24,0.8727272727272727,0
opt_O3,0x00035a08,_IO_seekmark,0,0,3,4,13,67,0x0042e044,_IO_seekmark,0,0,3,4,13,67,1.0,13,13,59,0.8805970149253731,0
opt_O3,0x00058cd8,_IO_seekwmark,0,0,3,4,13,73,0x0045c514,_IO_seekwmark,0,0,3,4,13,73,1.0,13,13,61,0.8356164383561644,0
opt_O3,0x00034380,_IO_setb,8,1,4,3,12,26,0x0042c470,_IO_setb,8,1,4,3,12,30,1.0,12,12,19,0.6785714285714286,0
opt_O3,0x000345dc,_IO_sgetn,0,1,3,1,11,17,0x0042c83c,_IO_sgetn,0,1,3,1,11,17,1.0,11,11,17,1.0,0
opt_O3,0x00034c0c,_IO_sputbackc,1,1,2,4,18,40,0x0042d070,_IO_sputbackc,1,1,2,4,18,40,0.8947368421052632,17,19,34,0.85,0
opt_O3,0x00058af8,_IO_sputbackwc,0,1,2,4,17,36,0x0045c210,_IO_sputbackwc,0,1,2,4,17,37,1.0,17,17,33,0.9041095890410958,0
opt_O3,0x00010bf8,_IO_stdfiles_init,2,0,0,2,11,25,0x0040121c,_IO_stdfiles_init,1,0,0,1,10,23,0.9090909090909091,10,11,18,0.75,0
opt_O3,0x00036348,_IO_str_count,0,0,1,1,8,16,0x0042ecc0,_IO_str_count,0,0,1,1,9,15,0.8888888888888888,8,9,9,0.5806451612903226,0
opt_O3,0x00036644,_IO_str_finish,0,2,2,2,10,15,0x0042f128,_IO_str_finish,0,2,2,2,9,18,0.9,9,10,14,0.8484848484848485,0
opt_O3,0x00036104,_IO_str_init_readonly,0,2,3,2,14,50,0x0042e95c,_IO_str_init_readonly,0,2,3,3,15,53,0.8125,13,16,47,0.912621359223301,0
opt_O3,0x0003607c,_IO_str_init_static,0,2,4,3,14,52,0x0042e880,_IO_str_init_static,0,2,4,4,14,54,0.75,12,16,49,0.9245283018867925,0
opt_O3,0x00035ff8,_IO_str_init_static_internal,0,2,4,3,12,50,0x0042e7b0,_IO_str_init_static_internal,0,2,4,3,13,50,0.9230769230769231,12,13,49,0.98,0
opt_O3,0x00036180,_IO_str_overflow,0,5,2,11,22,139,0x0042ea20,_IO_str_overflow,0,5,2,10,23,137,0.9565217391304348,22,23,94,0.6811594202898551,0
opt_O3,0x00036624,_IO_str_pbackfail,0,1,2,2,14,17,0x0042f0e4,_IO_str_pbackfail,0,1,2,2,8,11,0.5714285714285714,8,14,8,0.5714285714285714,0
opt_O3,0x00036364,_IO_str_seekoff,0,2,4,30,27,289,0x0042ece8,_IO_str_seekoff,0,1,4,37,27,286,0.8,24,30,189,0.6573913043478261,0
opt_O3,0x00036304,_IO_str_underflow,0,0,1,4,12,42,0x0042ec4c,_IO_str_underflow,0,0,1,3,13,41,0.9230769230769231,12,13,24,0.5783132530120482,0
opt_O3,0x00034c9c,_IO_sungetc,0,1,1,3,17,35,0x0042d13c,_IO_sungetc,0,1,1,3,18,37,0.9444444444444444,17,18,34,0.9444444444444444,0
opt_O3,0x00058b84,_IO_sungetwc,0,1,1,3,16,35,0x0045c2dc,_IO_sungetwc,0,1,1,3,16,35,1.0,16,16,34,0.9714285714285714,0
opt_O3,0x00033f3c,_IO_switch_to_backup_area,0,0,1,0,5,24,0x0042be38,_IO_switch_to_backup_area,0,0,1,0,5,24,1.0,5,5,21,0.875,0
opt_O3,0x00033f70,_IO_switch_to_get_mode,6,1,1,5,17,55,0x0042be6c,_IO_switch_to_get_mode,6,1,1,5,17,56,1.0,17,17,51,0.918918918918919,0
opt_O3,0x00033f08,_IO_switch_to_main_get_area,2,0,1,0,5,24,0x0042be00,_IO_switch_to_main_get_area,2,0,1,0,5,24,1.0,5,5,21,0.875,0
opt_O3,0x00058110,_IO_switch_to_main_wget_area,0,0,1,0,5,26,0x0045b1e4,_IO_switch_to_main_wget_area,0,0,1,0,5,26,1.0,5,5,23,0.8846153846153846,0
opt_O3,0x00058148,_IO_switch_to_wbackup_area,0,0,1,0,5,26,0x0045b220,_IO_switch_to_wbackup_area,0,0,1,0,5,26,1.0,5,5,22,0.8461538461538461,0
opt_O3,0x000586a0,_IO_switch_to_wget_mode,4,0,1,4,12,53,0x0045bb14,_IO_switch_to_wget_mode,4,0,1,4,12,54,1.0,12,12,48,0.897196261682243,0
opt_O3,0x000336c4,_IO_un_link,2,7,1,31,18,589,0x0042b698,_IO_un_link,2,5,1,23,17,390,0.8421052631578947,16,19,321,0.6557711950970377,0
opt_O3,0x00035ab8,_IO_unsave_markers,3,1,1,3,10,39,0x0042e0f8,_IO_unsave_markers,3,1,1,3,11,39,0.9090909090909091,10,11,32,0.8205128205128205,0
opt_O3,0x00058d98,_IO_unsave_wmarkers,0,1,1,3,11,52,0x0045c5e4,_IO_unsave_wmarkers,0,1,1,3,11,51,1.0,11,11,46,0.8932038834951457,0
opt_O3,0x00030dcc,_IO_vtable_check,49,1,0,0,1,1,0x00427ea0,_IO_vtable_check,49,1,0,0,1,1,1.0,1,1,1,1.0,0
opt_O3,0x00058638,_IO_wdefault_doallocate,0,2,1,3,14,35,0x0045ba44,_IO_wdefault_doallocate,0,2,1,3,14,35,1.0,14,14,32,0.9142857142857143,0
opt_O3,0x00058338,_IO_wdefault_finish,0,2,2,4,12,41,0x0045b500,_IO_wdefault_finish,0,2,2,4,12,41,1.0,12,12,40,0.975609756097561,0
opt_O3,0x000581dc,_IO_wdefault_pbackfail,0,4,2,9,21,134,0x0045b30c,_IO_wdefault_pbackfail,0,4,2,9,21,156,0.9090909090909091,20,22,87,0.6,0
opt_O3,0x000583b8,_IO_wdefault_uflow,0,1,1,2,16,25,0x0045b5cc,_IO_wdefault_uflow,0,1,1,2,15,27,0.9375,15,16,23,0.8846153846153846,0
opt_O3,0x00058a14,_IO_wdefault_xsgetn,0,2,3,9,19,93,0x0045c094,_IO_wdefault_xsgetn,0,2,3,9,19,106,0.9,18,20,76,0.7638190954773869,0
opt_O3,0x00058478,_IO_wdefault_xsputn,1,3,3,10,21,99,0x0045b750,_IO_wdefault_xsputn,1,3,3,11,20,122,0.9523809523809523,20,21,59,0.5339366515837104,0
opt_O3,0x00058f04,_IO_wdo_write,7,2,3,12,20,127,0x0045c7e8,_IO_wdo_write,7,2,3,11,21,126,0.8636363636363636,19,22,83,0.6561264822134387,0
opt_O3,0x000585a8,_IO_wdoallocbuf,3,1,1,5,14,57,0x0045b94c,_IO_wdoallocbuf,3,1,1,5,14,57,1.0,14,14,53,0.9298245614035088,0
opt_O3,0x00059964,_IO_wfile_overflow,0,6,2,18,21,250,0x0045d568,_IO_wfile_overflow,0,5,2,17,19,242,0.8181818181818182,18,22,199,0.8089430894308943,0
opt_O3,0x00059d90,_IO_wfile_seekoff,0,12,4,49,32,937,0x0045dacc,_IO_wfile_seekoff,0,11,4,60,31,921,0.8529411764705882,29,34,581,0.6254036598493004,0
opt_O3,0x00059bfc,_IO_wfile_sync,0,6,1,8,20,132,0x0045d8a4,_IO_wfile_sync,0,5,1,8,21,130,0.8636363636363636,19,22,94,0.7175572519083969,0
opt_O3,0x0005906c,_IO_wfile_underflow,0,14,1,46,29,900,0x0045c9d4,_IO_wfile_underflow,0,13,1,45,25,904,0.8,24,30,602,0.6674057649667405,0
opt_O3,0x00059938,_IO_wfile_underflow_maybe_mmap,0,1,1,1,7,12,0x0045d500,_IO_wfile_underflow_maybe_mmap,0,1,1,1,7,12,0.75,6,8,10,0.8333333333333334,0
opt_O3,0x000597d4,_IO_wfile_underflow_mmap,0,5,1,7,17,125,0x0045d310,_IO_wfile_underflow_mmap,0,4,1,7,19,133,0.8947368421052632,17,19,107,0.8294573643410853,0
opt_O3,0x0005a644,_IO_wfile_xsputn,0,3,3,12,20,117,0x0045e640,_IO_wfile_xsputn,0,3,3,13,21,132,0.9523809523809523,20,21,93,0.7469879518072289,0
opt_O3,0x00058c98,_IO_wmarker_delta,0,0,1,2,11,28,0x0045c4ac,_IO_wmarker_delta,0,0,1,2,10,35,0.9090909090909091,10,11,26,0.8253968253968254,0
opt_O3,0x00058180,_IO_wsetb,2,1,4,3,12,31,0x0045b258,_IO_wsetb,2,1,4,3,12,35,1.0,12,12,23,0.696969696969697,0
opt_O3,0x0006b2e4,_Unwind_DebugHook,3,0,2,0,1,1,0x00476300,_Unwind_DebugHook,4,0,2,0,1,1,1.0,1,1,1,1.0,0
opt_O3,0x0006b5d0,_Unwind_DeleteException,0,0,1,1,6,7,0x004768f8,_Unwind_DeleteException,0,0,1,1,6,7,0.7142857142857143,5,7,5,0.7142857142857143,0
opt_O3,0x0006b468,_Unwind_GetCFA,0,0,1,0,4,4,0x00476084,_Unwind_GetCFA,0,0,1,0,4,4,0.6,3,5,2,0.5,0
opt_O3,0x000103b0,_Unwind_GetDataRelBase,2,1,1,0,2,2,0x004761bc,_Unwind_GetDataRelBase,1,0,1,0,4,5,0.2,1,5,1,0.2857142857142857,0
opt_O3,0x0006b644,_Unwind_GetGR,1,1,2,0,5,6,0x00474fa8,_Unwind_GetGR,4,1,2,4,12,28,0.21428571428571427,3,14,2,0.11764705882352941,0
opt_O3,0x0006c51c,_Unwind_GetLanguageSpecificData,1,1,1,0,8,12,0x00476160,_Unwind_GetLanguageSpecificData,1,0,1,0,3,3,0.375,3,8,3,0.4,0
opt_O3,0x0006c50c,_Unwind_GetRegionStart,2,1,1,0,4,5,0x0047616c,_Unwind_GetRegionStart,2,0,1,0,4,5,0.6,3,5,4,0.8,0
opt_O3,0x000103b8,_Unwind_GetTextRelBase,1,1,1,0,2,2,0x004761c8,_Unwind_GetTextRelBase,1,0,1,0,4,5,0.2,1,5,1,0.2857142857142857,0
opt_O3,0x0006b6cc,_Unwind_SetGR,2,1,3,0,5,5,0x00476090,_Unwind_SetGR,1,1,3,4,13,30,0.2,3,15,2,0.11428571428571428,0
opt_O3,0x0001c0a4,____strtol_l_internal,5,3,6,58,27,444,0x0040d0f0,____strtol_l_internal,5,2,6,62,27,499,0.8,24,30,258,0.5471898197242842,0
opt_O3,0x0002b0ec,____strtoul_l_internal,5,3,6,54,25,409,0x00420160,____strtoul_l_internal,5,2,6,60,26,467,0.8214285714285714,23,28,247,0.5639269406392694,0
opt_O3,0x00053704,___asprintf,3,1,2,0,6,8,0x00455070,___asprintf,3,1,2,0,5,7,0.8333333333333334,5,6,7,0.9333333333333333,0
opt_O3,0x00068008,___dlmopen,0,2,3,1,8,15,0x00470528,___dlmopen,0,2,3,1,9,19,0.5454545454545454,6,11,13,0.7647058823529411,0
opt_O3,0x00068168,___dlopen,0,2,2,1,8,13,0x004706e0,___dlopen,0,2,2,1,9,17,0.5454545454545454,6,11,11,0.7333333333333333,0
opt_O3,0x00068220,___dlsym,0,4,2,1,9,27,0x0047082c,___dlsym,0,4,2,1,10,32,0.7272727272727273,8,11,24,0.8135593220338984,0
opt_O3,0x000682f8,___dlvsym,0,4,3,1,9,31,0x004709b4,___dlvsym,0,4,3,1,10,36,0.7272727272727273,8,11,28,0.835820895522388,0
opt_O3,0x00055f08,___printf_fp,0,7,3,1,9,31,0x004585b4,___printf_fp,0,6,3,1,11,29,0.8181818181818182,9,11,23,0.7666666666666667,0
opt_O3,0x000370b4,___pthread_mutex_lock,13,4,1,37,24,456,0x0042fde0,___pthread_mutex_lock,16,3,1,26,22,309,0.7692307692307693,20,26,239,0.6248366013071895,0
opt_O3,0x00037be0,___pthread_mutex_unlock,13,1,1,0,3,3,0x00430a3c,___pthread_mutex_unlock,16,1,1,0,3,3,1.0,3,3,3,1.0,0
opt_O3,0x00037de8,___pthread_once,1,2,2,1,8,11,0x00430d2c,___pthread_once,3,2,2,1,9,11,0.8888888888888888,8,9,9,0.8181818181818182,0
opt_O3,0x0005b5ac,___pthread_rwlock_init,1,1,2,2,15,30,0x0045f990,___pthread_rwlock_init,1,1,2,1,14,24,0.8125,13,16,16,0.5925925925925926,0
opt_O3,0x0005b5fc,___pthread_rwlock_rdlock,3,6,1,27,27,197,0x0045fa10,___pthread_rwlock_rdlock,3,2,1,23,22,183,0.75,21,28,126,0.6631578947368421,0
opt_O3,0x0005b8d0,___pthread_rwlock_unlock,5,4,1,24,21,180,0x0045fd70,___pthread_rwlock_unlock,5,1,1,14,19,118,0.7391304347826086,17,23,78,0.5234899328859061,0
opt_O3,0x0005bb50,___pthread_rwlock_wrlock,5,7,1,48,28,332,0x00460050,___pthread_rwlock_wrlock,6,3,1,41,23,322,0.8214285714285714,23,28,187,0.5718654434250765,0
opt_O3,0x0005ae28,___vsnprintf,0,2,4,3,11,36,0x0045f0b8,___vsnprintf,0,2,4,3,11,35,0.8333333333333334,10,12,26,0.7323943661971831,0
opt_O3,0x0002a9e4,__add_to_environ,1,12,4,23,20,288,0x0041f850,__add_to_environ,1,11,4,19,18,226,0.8095238095238095,17,21,177,0.688715953307393,0
opt_O3,0x00024920,__alloc_dir,1,3,4,8,13,54,0x0041783c,__alloc_dir,1,3,4,8,14,64,0.8,12,15,43,0.7288135593220338,0
opt_O3,0x0005c03c,__argz_add_sep,1,2,4,7,15,59,0x00460650,__argz_add_sep,1,2,4,7,15,53,0.875,14,16,40,0.7142857142857143,0
opt_O3,0x0005c100,__argz_create_sep,1,3,4,8,16,50,0x00460770,__argz_create_sep,1,3,4,8,16,53,0.8823529411764706,15,17,32,0.6213592233009708,0
opt_O3,0x0006840c,__atomic_wide_counter_fetch_add_relaxed,1,2,2,1,14,31,0x00470ba0,__atomic_wide_counter_fetch_add_relaxed,7,1,2,1,14,36,0.75,12,16,21,0.6268656716417911,0
opt_O3,0x00068464,__atomic_wide_counter_load_relaxed,3,1,1,1,14,23,0x00470c04,__atomic_wide_counter_load_relaxed,9,0,1,3,16,36,0.5789473684210527,11,19,16,0.5423728813559322,0
opt_O3,0x00027890,__bind,3,1,3,1,7,8,0x0041b970,__bind,1,1,3,1,7,9,0.4,4,10,5,0.5882352941176471,0
opt_O3,0x000268e4,__brk,1,1,1,0,3,5,0x0041a1e0,__brk,1,0,1,2,11,20,0.2727272727272727,3,11,5,0.4,0
opt_O3,0x0001b4d8,__bsd_signal,1,2,2,4,20,63,0x0040c430,__bsd_signal,0,1,2,4,20,64,0.9047619047619048,19,21,40,0.6299212598425197,0
opt_O3,0x00025b10,__chdir,1,1,1,1,7,9,0x00418ff0,__chdir,1,1,1,1,7,9,0.4,4,10,5,0.5555555555555556,0
opt_O3,0x0003af6c,__chk_fail,2,1,0,0,3,3,0x004352b0,__chk_fail,2,1,0,0,3,3,1.0,3,3,3,1.0,0
opt_O3,0x0002aed8,__clearenv,1,4,0,6,16,83,0x0041fec8,__clearenv,1,3,0,4,12,47,0.6470588235294118,11,17,36,0.5538461538461539,0
opt_O3,0x00024748,__clock_gettime,0,2,2,2,11,21,0x004174f8,__clock_gettime,0,1,2,2,12,22,0.9166666666666666,11,12,19,0.8837209302325582,0
opt_O3,0x00024618,__clock_gettime64,5,1,2,7,18,106,0x004173c0,__clock_gettime64,5,0,2,8,17,106,0.9444444444444444,17,18,82,0.7735849056603774,0
opt_O3,0x0005c8fc,__clock_nanosleep,0,2,4,7,14,46,0x0046142c,__clock_nanosleep,0,1,4,3,11,35,0.5625,9,16,16,0.3950617283950617,0
opt_O3,0x0005c858,__clock_nanosleep_time64,2,2,4,3,10,25,0x00461350,__clock_nanosleep_time64,3,2,4,4,12,28,0.5714285714285714,8,14,17,0.6415094339622641,0
opt_O3,0x00025b2c,__close,18,3,1,3,14,44,0x00419030,__close,0,2,1,5,17,47,0.8235294117647058,14,17,27,0.5934065934065934,0
opt_O3,0x000264c8,__close_nocancel,22,1,1,1,11,14,0x00419d80,__close_nocancel,21,0,1,1,8,11,0.5833333333333334,7,12,8,0.64,0
opt_O3,0x000247ac,__closedir,4,3,1,1,9,13,0x004175a0,__closedir,2,2,1,1,10,13,0.9,9,10,12,0.9230769230769231,0
opt_O3,0x0001c6f4,__correctly_grouped_prefixmb,2,2,4,19,18,120,0x0040d850,__correctly_grouped_prefixmb,2,2,4,21,17,143,0.75,15,20,78,0.5931558935361216,0
opt_O3,0x000267c8,__cp_stat64_t64_stat64,4,2,2,3,12,161,0x0041a0a0,__cp_stat64_t64_stat64,4,1,2,3,15,158,0.8,12,15,116,0.7272727272727273,0
