Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_sibling_calls,0x00039364,_dl_catch_exception,6,2,3,2,16,55,0x004349dc,_dl_catch_exception,5,1,3,2,15,60,0.8235294117647058,14,17,42,0.7304347826086957,0
opt_sibling_calls,0x000645dc,_dl_check_all_versions,0,1,3,4,10,21,0x0046d5a8,_dl_check_all_versions,0,1,3,4,11,24,0.9090909090909091,10,11,19,0.8444444444444444,0
opt_sibling_calls,0x00063c2c,_dl_check_map_versions,2,10,3,74,21,888,0x0046ca90,_dl_check_map_versions,2,10,3,68,21,837,0.9090909090909091,20,22,671,0.7779710144927536,0
opt_sibling_calls,0x000623e0,_dl_close,2,4,1,2,9,31,0x0046aa7c,_dl_close,2,4,1,2,9,35,0.8,8,10,29,0.8787878787878788,0
opt_sibling_calls,0x00061568,_dl_close_worker,2,19,2,129,29,3217,0x00469948,_dl_close_worker,2,18,2,124,29,2641,0.8709677419354839,27,31,1772,0.6049846363946739,0
opt_sibling_calls,0x000266c4,_dl_count_modids,0,0,0,6,11,45,0x0041bf08,_dl_count_modids,0,0,0,6,9,42,0.8181818181818182,9,11,33,0.7586206896551724,0
opt_sibling_calls,0x00026930,_dl_deallocate_tls,2,1,2,4,12,34,0x0041c250,_dl_deallocate_tls,1,1,2,4,13,39,0.6666666666666666,10,15,28,0.7671232876712328,0
opt_sibling_calls,0x000260bc,_dl_debug_initialize,2,2,2,4,13,46,0x0041b848,_dl_debug_initialize,2,1,2,4,13,43,0.7333333333333333,11,15,28,0.6292134831460674,0
opt_sibling_calls,0x0003f7c8,_dl_debug_printf,18,1,1,0,6,12,0x0043d200,_dl_debug_printf,15,1,1,0,5,11,0.8333333333333334,5,6,11,0.9565217391304348,0
opt_sibling_calls,0x0003f808,_dl_debug_printf_c,3,1,1,0,6,12,0x0043d260,_dl_debug_printf_c,2,1,1,0,5,11,0.8333333333333334,5,6,11,0.9565217391304348,0
opt_sibling_calls,0x00026030,_dl_debug_state,4,0,0,0,1,1,0x0041b7b0,_dl_debug_state,4,0,0,0,1,1,1.0,1,1,1,1.0,0
opt_sibling_calls,0x00026034,_dl_debug_update,4,1,1,2,13,25,0x0041b7b8,_dl_debug_update,3,0,1,2,13,35,0.625,10,16,16,0.5333333333333333,0
opt_sibling_calls,0x0003f2c8,_dl_debug_vdprintf,6,4,4,38,28,407,0x0043cc30,_dl_debug_vdprintf,6,4,4,47,23,439,0.8214285714285714,23,28,263,0.6217494089834515,0
opt_sibling_calls,0x0003f848,_dl_dprintf,0,1,2,0,6,8,0x0043d2c0,_dl_dprintf,0,1,2,0,5,7,0.8333333333333334,5,6,7,0.9333333333333333,0
opt_sibling_calls,0x0003a584,_dl_dst_count,2,2,1,5,8,31,0x00436a5c,_dl_dst_count,2,2,1,4,8,27,1.0,8,8,24,0.8275862068965517,0
opt_sibling_calls,0x0003a630,_dl_dst_substitute,2,3,3,11,19,117,0x00436b6c,_dl_dst_substitute,2,3,3,12,17,127,0.8,16,20,91,0.7459016393442623,0
opt_sibling_calls,0x00027930,_dl_early_allocate,1,1,1,4,9,23,0x0041d590,_dl_early_allocate,1,2,1,8,12,50,0.75,9,12,20,0.547945205479452,0
opt_sibling_calls,0x00039490,_dl_error_free,6,1,1,1,6,7,0x00434b88,_dl_error_free,6,1,1,1,6,7,0.7142857142857143,5,7,4,0.5714285714285714,0
opt_sibling_calls,0x0003f8ac,_dl_error_printf,3,1,1,0,6,10,0x0043d368,_dl_error_printf,3,1,1,0,5,9,0.8333333333333334,5,6,9,0.9473684210526315,0
opt_sibling_calls,0x000394a8,_dl_exception_create,2,3,3,2,11,35,0x00434bc0,_dl_exception_create,2,3,3,2,12,35,0.9166666666666666,11,12,27,0.7714285714285715,0
opt_sibling_calls,0x0003953c,_dl_exception_create_format,2,7,3,20,21,242,0x00434ccc,_dl_exception_create_format,2,7,3,30,19,260,0.9047619047619048,19,21,168,0.6693227091633466,0
opt_sibling_calls,0x0003985c,_dl_exception_free,1,1,1,0,5,10,0x004350b8,_dl_exception_free,1,1,1,0,5,10,1.0,5,5,10,1.0,0
opt_sibling_calls,0x0003f8e0,_dl_fatal_printf,10,2,1,0,6,14,0x0043d3c0,_dl_fatal_printf,9,2,1,0,5,13,0.8333333333333334,5,6,13,0.9629629629629629,0
opt_sibling_calls,0x00062884,_dl_find_dso_for_object,3,2,1,7,13,56,0x0046b114,_dl_find_dso_for_object,3,2,1,8,12,58,0.9230769230769231,12,13,51,0.8947368421052632,0
opt_sibling_calls,0x000655f8,_dl_find_object_dlclose,1,1,1,10,21,89,0x0046e8f4,_dl_find_object_dlclose,2,2,1,11,19,75,0.8181818181818182,18,22,51,0.6219512195121951,0
opt_sibling_calls,0x000656d4,_dl_find_object_freeres,0,1,0,2,9,35,0x0046ea50,_dl_find_object_freeres,0,1,0,2,9,33,1.0,9,9,32,0.9411764705882353,0
opt_sibling_calls,0x000646d8,_dl_find_object_from_map,4,0,2,2,13,43,0x0046d6d0,_dl_find_object_from_map,4,0,2,2,13,39,0.7333333333333333,11,15,32,0.7804878048780488,0
opt_sibling_calls,0x00064ea0,_dl_find_object_init,1,5,0,11,19,243,0x0046df58,_dl_find_object_init,1,5,0,11,20,236,0.95,19,20,201,0.8392484342379958,0
opt_sibling_calls,0x00065054,_dl_find_object_update,1,7,1,53,28,692,0x0046e1bc,_dl_find_object_update,2,8,1,58,26,612,0.8620689655172413,25,29,365,0.5598159509202454,0
opt_sibling_calls,0x0005b91c,_dl_fixup,1,4,2,15,22,236,0x00461b34,_dl_fixup,1,2,2,13,21,167,0.9545454545454546,21,22,122,0.6054590570719603,0
