Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_O2,0x00038214,_Fork,1,1,0,0,4,4,0x00431ed0,_Fork,1,1,0,3,15,30,0.26666666666666666,4,15,4,0.23529411764705882,0
opt_O2,0x00032fa8,_IO_adjust_column,1,0,3,2,12,17,0x0042b518,_IO_adjust_column,1,0,3,2,12,17,1.0,12,12,14,0.8235294117647058,0
opt_O2,0x00056e90,_IO_adjust_wcolumn,0,0,3,2,13,18,0x0045a6bc,_IO_adjust_wcolumn,0,0,3,2,13,18,1.0,13,13,15,0.8333333333333334,0
opt_O2,0x000337a0,_IO_cleanup,1,11,0,35,21,739,0x0042bd94,_IO_cleanup,1,9,0,28,21,562,0.9090909090909091,20,22,459,0.7056110684089162,0
opt_O2,0x00032ad0,_IO_default_doallocate,0,2,1,3,14,30,0x0042af04,_IO_default_doallocate,0,2,1,3,14,30,1.0,14,14,28,0.9333333333333333,0
opt_O2,0x00032e10,_IO_default_finish,2,2,2,5,12,40,0x0042b29c,_IO_default_finish,2,2,2,5,12,40,1.0,12,12,35,0.875,0
opt_O2,0x00033f0c,_IO_default_imbue,0,0,2,0,1,1,0x0042c6d4,_IO_default_imbue,0,0,2,0,1,1,1.0,1,1,1,1.0,0
opt_O2,0x00033db0,_IO_default_pbackfail,1,4,2,9,20,106,0x0042c4b8,_IO_default_pbackfail,1,4,2,9,20,128,1.0,20,20,73,0.6239316239316239,0
opt_O2,0x00033ef4,_IO_default_read,0,0,3,0,2,2,0x0042c6bc,_IO_default_read,0,0,3,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00033ee0,_IO_default_seek,0,0,3,0,2,2,0x0042c6a8,_IO_default_seek,0,0,3,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00032e90,_IO_default_seekoff,0,0,4,0,2,2,0x0042b384,_IO_default_seekoff,0,0,4,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00032a68,_IO_default_seekpos,0,1,3,1,12,13,0x0042ae7c,_IO_default_seekpos,0,1,3,1,12,13,1.0,12,12,13,1.0,0
opt_O2,0x00032980,_IO_default_setbuf,2,2,3,5,20,69,0x0042ad3c,_IO_default_setbuf,2,2,3,6,19,69,0.95,19,20,48,0.6956521739130435,0
opt_O2,0x00033f04,_IO_default_showmanyc,0,0,0,0,2,2,0x0042c6cc,_IO_default_showmanyc,0,0,0,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00033eec,_IO_default_stat,0,0,2,0,2,2,0x0042c6b4,_IO_default_stat,0,0,2,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00032e08,_IO_default_sync,0,0,1,0,2,2,0x0042b294,_IO_default_sync,0,0,1,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00032724,_IO_default_uflow,0,1,1,2,16,25,0x0042a954,_IO_default_uflow,0,1,1,2,16,25,1.0,16,16,24,0.96,0
opt_O2,0x0003271c,_IO_default_underflow,0,0,1,0,2,2,0x0042a94c,_IO_default_underflow,0,0,1,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x00033efc,_IO_default_write,0,0,3,0,2,2,0x0042c6c4,_IO_default_write,0,0,3,0,2,2,1.0,2,2,2,1.0,0
opt_O2,0x000328c4,_IO_default_xsgetn,0,2,3,8,17,76,0x0042abdc,_IO_default_xsgetn,0,2,3,8,17,81,1.0,17,17,46,0.5859872611464968,0
opt_O2,0x0003277c,_IO_default_xsputn,1,2,3,9,18,87,0x0042a9e8,_IO_default_xsputn,1,2,3,9,17,87,0.9444444444444444,17,18,48,0.5517241379310345,0
opt_O2,0x00032664,_IO_doallocbuf,7,2,1,7,19,54,0x0042a834,_IO_doallocbuf,7,2,1,7,19,54,1.0,19,19,52,0.9629629629629629,0
opt_O2,0x00032c58,_IO_enable_locks,0,0,0,3,12,33,0x0042b0e0,_IO_enable_locks,0,0,0,2,12,29,1.0,12,12,22,0.7096774193548387,0
opt_O2,0x0003109c,_IO_file_close,0,1,1,0,4,4,0x00428cdc,_IO_file_close,0,1,1,0,4,4,1.0,4,4,4,1.0,0
opt_O2,0x0003106c,_IO_file_close_mmap,0,2,1,0,7,16,0x00428c84,_IO_file_close_mmap,0,2,1,0,7,16,1.0,7,7,15,0.9375,0
opt_O2,0x00055778,_IO_file_doallocate,0,5,1,8,22,83,0x00458530,_IO_file_doallocate,0,4,1,8,22,84,0.9130434782608695,21,23,66,0.7904191616766467,0
opt_O2,0x0002f6b4,_IO_file_open,1,6,6,6,23,57,0x004269d8,_IO_file_open,1,5,6,6,24,62,0.88,22,25,49,0.8235294117647058,0
opt_O2,0x00031044,_IO_file_read,0,2,3,1,7,11,0x00428c04,_IO_file_read,0,2,3,1,7,11,1.0,7,7,11,1.0,0
opt_O2,0x0003105c,_IO_file_seek,0,1,3,0,5,5,0x00428c44,_IO_file_seek,0,1,3,0,5,5,1.0,5,5,5,1.0,0
opt_O2,0x00030fcc,_IO_file_seekoff_maybe_mmap,0,1,4,2,16,20,0x00428b60,_IO_file_seekoff_maybe_mmap,0,1,4,2,16,21,1.0,16,16,19,0.926829268292683,0
