ARM Address,ARM Function Name,MIPS Address,MIPS Function Name,Similarity Score,Category
0x00047300,_dl_runtime_resolve,0x004478d0,_dl_runtime_resolve,0.5,Dynamic Linker
0x0006a784,_dlfo_sort_mappings,0x00474d64,_dlfo_sort_mappings,0.2142857142857142,Dynamic Linker
0x00028900,_exit,0x0041dbe0,_exit,0.0833333333333333,Other
0x00010134,_init,0x004002e0,_init,0.25,Other
0x00016a74,attack_get_opt_int,0x004080fc,attack_get_opt_int,0.5,Attack
0x0003ba24,clear_once_control,0x00436a80,clear_once_control,0.3636363636363636,Other
0x00061b20,do_dlclose,0x00468e4c,do_dlclose,0.2222222222222222,Dynamic Linker
0x0006259c,gconv_parse_code,0x00469c50,gconv_parse_code,0.5714285714285714,Conversion
0x0002bbe0,htonl,0x00422290,htonl,0.1428571428571428,Other
0x0002bbf4,htons,0x004222b0,htons,0.2,Other
0x00021ee0,new_heap,0x0041573c,new_heap,0.35,Other
0x0007051c,read_encoded_value,0x0047ffc8,read_encoded_value,0.08,IO
0x0001f5ac,sigemptyset,0x004127e0,sigemptyset,0.5714285714285714,Other
0x0001d7c0,table_init,0x00410400,table_init,0.4,Other
