ARM Address,ARM Function Name,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
0x0002d940,_dl_non_dynamic_init,29,3231,0x004246e8,_dl_non_dynamic_init,28,2801,0.9,27,30,2263,0.7503315649867374,0
0x00068738,_dl_open,16,155,0x00472074,_dl_open,15,155,0.9375,15,16,152,0.9806451612903225,0
0x00045658,_dl_printf,6,10,0x00444150,_dl_printf,5,9,0.8333333333333334,5,6,9,0.9473684210526315,0
0x00040e88,_dl_process_pt_gnu_property,18,117,0x0043e6d0,_dl_process_pt_gnu_property,17,117,0.9444444444444444,17,18,93,0.7948717948717948,0
0x00045a4c,_dl_protect_relro,15,38,0x004444a0,_dl_protect_relro,17,37,0.7777777777777778,14,18,29,0.7733333333333333,0
0x00045ad8,_dl_reloc_bad_type,9,24,0x00444544,_dl_reloc_bad_type,9,23,1.0,9,9,19,0.8085106382978723,0
0x00045b40,_dl_relocate_object,33,4619,0x004445d8,_dl_relocate_object,29,9137,0.8235294117647058,28,34,3547,0.5157022390229717,0
0x00042e9c,_dl_rtld_di_serinfo,19,245,0x00440df4,_dl_rtld_di_serinfo,18,402,0.85,17,20,185,0.5718701700154559,0
0x00047300,_dl_runtime_resolve,8,10,0x004478d0,_dl_runtime_resolve,4,4,0.5,4,8,4,0.5714285714285714,0
0x00046f1c,_dl_scope_free,16,85,0x00447390,_dl_scope_free,18,71,0.8888888888888888,16,18,55,0.7051282051282052,0
0x00046ff4,_dl_setup_hash,15,88,0x004474f0,_dl_setup_hash,15,84,0.875,14,16,69,0.8023255813953488,0
0x00068910,_dl_show_scope,17,108,0x004722e8,_dl_show_scope,16,103,0.9411764705882353,16,17,88,0.8341232227488151,0
0x0003f0d4,_dl_signal_error,16,35,0x0043b780,_dl_signal_error,15,30,0.7222222222222222,13,18,23,0.7076923076923077,0
0x0003f08c,_dl_signal_exception,12,39,0x0043b708,_dl_signal_exception,11,33,0.6428571428571429,9,14,23,0.6388888888888888,0
0x0006952c,_dl_sort_maps,25,616,0x0047333c,_dl_sort_maps,26,553,0.8888888888888888,24,27,380,0.6501283147989735,0
0x000694e4,_dl_sort_maps_init,9,12,0x004732ec,_dl_sort_maps_init,7,9,0.6,6,10,8,0.7619047619047619,0
0x000103a8,_dl_start,2,2,0x00400470,_dl_start,2,2,1.0,2,2,2,1.0,0
0x00044a10,_dl_strtoul,27,161,0x004431c0,_dl_strtoul,25,165,0.7931034482758621,23,29,92,0.5644171779141104,0
0x0006ddf0,_dl_sym,2,2,0x00478e80,_dl_sym,2,2,1.0,2,2,2,1.0,0
0x000448dc,_dl_sysdep_read_whole_file,11,21,0x00442fb0,_dl_sysdep_read_whole_file,11,21,0.8333333333333334,10,12,19,0.9047619047619048,0
0x0002c794,_dl_tls_get_addr_soft,17,63,0x00423178,_dl_tls_get_addr_soft,16,64,0.8333333333333334,15,18,41,0.6456692913385826,0
0x0002c844,_dl_tls_initial_modid_limit_setup,13,36,0x00423250,_dl_tls_initial_modid_limit_setup,14,39,0.9285714285714286,13,14,30,0.8,0
0x0002c2b8,_dl_tls_static_surplus_init,12,35,0x00422b30,_dl_tls_static_surplus_init,12,35,1.0,12,12,31,0.8857142857142857,0
0x00045868,_dl_try_allocate_static_tls,18,96,0x00444294,_dl_try_allocate_static_tls,20,92,0.9,18,20,63,0.6702127659574468,0
0x00020df8,_dl_tunable_set_arena_max,5,7,0x0041420c,_dl_tunable_set_arena_max,4,6,0.8,4,5,6,0.9230769230769231,0
0x00020e10,_dl_tunable_set_arena_test,5,7,0x00414228,_dl_tunable_set_arena_test,4,6,0.8,4,5,6,0.9230769230769231,0
0x00021174,_dl_tunable_set_hugetlb,12,33,0x00414660,_dl_tunable_set_hugetlb,11,29,0.7692307692307693,10,13,25,0.8064516129032258,0
0x00020d60,_dl_tunable_set_mmap_threshold,5,9,0x00414150,_dl_tunable_set_mmap_threshold,4,8,0.8,4,5,8,0.9411764705882353,0
0x00020d80,_dl_tunable_set_mmaps_max,5,9,0x00414178,_dl_tunable_set_mmaps_max,4,8,0.8,4,5,8,0.9411764705882353,0
0x0003a704,_dl_tunable_set_mutex_spin_count,5,7,0x004354e0,_dl_tunable_set_mutex_spin_count,4,6,0.8,4,5,6,0.9230769230769231,0
0x00020eac,_dl_tunable_set_mxfast,10,21,0x004142fc,_dl_tunable_set_mxfast,11,18,0.9090909090909091,10,11,13,0.6666666666666666,0
0x00020dc0,_dl_tunable_set_perturb_byte,5,7,0x004141c8,_dl_tunable_set_perturb_byte,4,6,0.8,4,5,6,0.9230769230769231,0
0x0003a71c,_dl_tunable_set_stack_cache_size,5,7,0x004354fc,_dl_tunable_set_stack_cache_size,4,6,0.8,4,5,6,0.9230769230769231,0
0x0003a734,_dl_tunable_set_stack_hugetlb,5,7,0x00435518,_dl_tunable_set_stack_hugetlb,4,6,0.8,4,5,6,0.9230769230769231,0
0x00020e74,_dl_tunable_set_tcache_count,7,11,0x004142ac,_dl_tunable_set_tcache_count,6,10,0.8571428571428571,6,7,10,0.9523809523809523,0
0x00020e28,_dl_tunable_set_tcache_max,13,24,0x00414244,_dl_tunable_set_tcache_max,10,24,0.7692307692307693,10,13,18,0.75,0
0x00020e94,_dl_tunable_set_tcache_unsorted_limit,5,7,0x004142e0,_dl_tunable_set_tcache_unsorted_limit,4,6,0.8,4,5,6,0.9230769230769231,0
0x00020da0,_dl_tunable_set_top_pad,5,9,0x004141a0,_dl_tunable_set_top_pad,4,8,0.8,4,5,8,0.9411764705882353,0
0x00020dd8,_dl_tunable_set_trim_threshold,5,9,0x004141e4,_dl_tunable_set_trim_threshold,4,8,0.8,4,5,8,0.9411764705882353,0
0x000478ec,_dl_unload_cache,10,17,0x00448510,_dl_unload_cache,10,17,1.0,10,10,17,1.0,0
0x0006dd38,_dl_vsym,17,70,0x00478d9c,_dl_vsym,17,71,1.0,17,17,61,0.8652482269503546,0
0x0006b9fc,_dlerror_run,19,154,0x00475fcc,_dlerror_run,18,148,0.85,17,20,127,0.8410596026490066,0
0x0006a530,_dlfo_process_initial,19,262,0x00474598,_dlfo_process_initial,20,282,0.95,19,20,207,0.7610294117647058,0
0x0006a784,_dlfo_sort_mappings,13,90,0x00474d64,_dlfo_sort_mappings,4,5,0.21428571428571427,3,14,3,0.06315789473684211,0
0x00028900,_exit,11,14,0x0041dbe0,_exit,2,4,0.08333333333333333,1,12,2,0.2222222222222222,0
0x00070794,_fini,1,1,0x00483160,_fini,1,1,1.0,1,1,1,1.0,0
0x0002fb6c,_fitoa,16,26,0x00427024,_fitoa,15,27,0.8235294117647058,14,17,22,0.8301886792452831,0
0x0002fb14,_fitoa_word,13,23,0x00426fb0,_fitoa_word,14,26,0.8,12,15,19,0.7755102040816326,0
0x00010134,_init,2,2,0x004002e0,_init,3,3,0.25,1,4,1,0.4,0
0x000232b8,_int_free,28,737,0x00416dc8,_int_free,26,564,0.8620689655172413,25,29,427,0.6564181398923905,0
0x000219b4,_int_free_create_chunk,16,63,0x004150a4,_int_free_create_chunk,15,63,0.9375,15,16,55,0.873015873015873,0
0x00022c98,_int_free_maybe_consolidate,25,602,0x00416634,_int_free_maybe_consolidate,25,658,0.9230769230769231,24,26,523,0.8301587301587302,0
0x00023174,_int_free_merge_chunk,17,106,0x00416bac,_int_free_merge_chunk,17,106,1.0,17,17,101,0.9528301886792453,0
0x00023ff4,_int_malloc,33,2780,0x00417cc8,_int_malloc,31,2512,0.8823529411764706,30,34,1674,0.6326530612244898,0
0x00025398,_int_memalign,21,159,0x0041935c,_int_memalign,24,160,0.875,21,24,130,0.8150470219435737,0
0x00025130,_int_realloc,25,195,0x00419048,_int_realloc,23,177,0.8461538461538461,22,26,155,0.8333333333333334,0
0x0002f5ac,_itoa,27,516,0x00426974,_itoa,28,540,0.896551724137931,26,29,383,0.7253787878787878,0
0x0002f4bc,_itoa_word,16,65,0x00426870,_itoa_word,15,62,0.8235294117647058,14,17,44,0.6929133858267716,0
0x00025b94,_mid_memalign,25,439,0x00419da0,_mid_memalign,24,385,0.8148148148148148,22,27,235,0.5703883495145631,0
0x00063bc0,_nl_archive_subfreeres,12,134,0x0046b9a4,_nl_archive_subfreeres,13,134,0.9230769230769231,12,13,104,0.7761194029850746,0
0x0003d8c0,_nl_cleanup_ctype,10,28,0x00439574,_nl_cleanup_ctype,9,27,0.7272727272727273,8,11,22,0.8,0
0x00066a38,_nl_cleanup_time,9,21,0x0046fc80,_nl_cleanup_time,9,21,0.8,8,10,18,0.8571428571428571,0
0x00055728,_nl_expand_alias,21,192,0x0045893c,_nl_expand_alias,19,151,0.8181818181818182,18,22,116,0.6763848396501457,0
0x00055f74,_nl_explode_name,17,151,0x004593c0,_nl_explode_name,15,140,0.8823529411764706,15,17,78,0.5360824742268041,0
0x000536ac,_nl_find_domain,16,196,0x00455f60,_nl_find_domain,16,228,1.0,16,16,174,0.8207547169811321,0
0x000629fc,_nl_find_locale,23,1021,0x0046a250,_nl_find_locale,25,1257,0.92,23,25,807,0.7085162423178226,0
0x000523c0,_nl_find_msg,28,2383,0x00454788,_nl_find_msg,26,2007,0.8,24,30,1447,0.6592255125284738,0
0x00053910,_nl_finddomain_subfreeres,10,28,0x0045632c,_nl_finddomain_subfreeres,10,27,1.0,10,10,24,0.8727272727272727,0
0x00063cc4,_nl_intern_locale_data,23,604,0x0046bb60,_nl_intern_locale_data,25,622,0.8461538461538461,22,26,355,0.5791190864600326,0
0x00053960,_nl_load_domain,32,2089,0x004563e0,_nl_load_domain,30,4784,0.6756756756756757,25,37,1244,0.3619962170813327,0
0x00064354,_nl_load_locale,20,186,0x0046c434,_nl_load_locale,21,182,0.9523809523809523,20,21,122,0.6630434782608695,0
0x00063268,_nl_load_locale_from_archive,29,2975,0x0046acc0,_nl_load_locale_from_archive,29,2071,0.8709677419354839,27,31,1432,0.5675782798256045,0
0x00051d44,_nl_locale_subfreeres,11,32,0x00453fe8,_nl_locale_subfreeres,12,30,0.9166666666666666,11,12,26,0.8387096774193549,0
0x00055968,_nl_make_l10nflist,26,302,0x00458c30,_nl_make_l10nflist,24,308,0.9230769230769231,24,26,224,0.7344262295081967,0
0x00055e48,_nl_normalize_codeset,20,108,0x0045923c,_nl_normalize_codeset,19,133,0.8571428571428571,18,21,67,0.5560165975103735,0
0x000520f0,_nl_postload_ctype,12,62,0x00454350,_nl_postload_ctype,12,58,0.8461538461538461,11,13,45,0.75,0
0x000631fc,_nl_remove_locale,12,33,0x0046ac1c,_nl_remove_locale,11,33,0.9166666666666666,11,12,29,0.8787878787878788,0
0x000551e4,_nl_unload_domain,13,67,0x00458134,_nl_unload_domain,15,64,0.8666666666666667,13,15,53,0.8091603053435115,0
0x000645dc,_nl_unload_locale,10,36,0x0046c7a8,_nl_unload_locale,9,35,0.9,9,10,33,0.9295774647887324,0
0x0001f2b0,_setjmp,4,4,0x004123c0,_setjmp,3,3,0.75,3,4,3,0.8571428571428571,0
0x00010140,abort,17,301,0x00400494,abort,14,224,0.8235294117647058,14,17,173,0.659047619047619,0
0x00049310,add_alias2,12,32,0x0044a6e8,add_alias2,12,31,1.0,12,12,26,0.8253968253968254,0
0x00016b48,add_attack,11,28,0x00408220,add_attack,11,28,1.0,11,11,28,1.0,1
0x0001dca4,add_entry,8,15,0x00410a24,add_entry,9,18,0.8888888888888888,8,9,12,0.7272727272727273,1
0x00048f94,add_module,23,394,0x0044a27c,add_module,23,329,0.9166666666666666,22,24,225,0.6224066390041494,0
0x00040288,add_name_to_object,13,62,0x0043c474,add_name_to_object,14,62,0.9285714285714286,13,14,52,0.8387096774193549,0
0x0003fce8,add_path,18,96,0x0043c340,add_path,16,95,0.8888888888888888,16,18,64,0.6701570680628273,0
0x00068500,add_to_global_resize,25,122,0x00471d3c,add_to_global_resize,23,106,0.7777777777777778,21,27,82,0.7192982456140351,0
0x000684dc,add_to_global_resize_failure,6,6,0x00471d08,add_to_global_resize_failure,6,6,1.0,6,6,6,1.0,0
0x00068238,add_to_global_update,21,132,0x00471990,add_to_global_update,21,126,0.9090909090909091,20,22,110,0.8527131782945736,0
0x0005cc2c,adjust_wide_data,18,75,0x004626c0,adjust_wide_data,20,80,0.8095238095238095,17,21,62,0.8,0
0x000552ac,alias_compare,5,8,0x004582c0,alias_compare,5,8,1.0,5,5,8,1.0,0
0x00026910,aligned_alloc,16,27,0x0041ae98,aligned_alloc,16,28,0.8823529411764706,15,17,22,0.8,0
0x00021cac,alloc_new_heap,21,213,0x00415488,alloc_new_heap,21,212,1.0,21,21,136,0.64,0
0x00021048,alloc_perturb,7,9,0x004144e8,alloc_perturb,7,9,1.0,7,7,9,1.0,0
0x0001c478,anti_gdb_entry,3,3,0x0040eca0,anti_gdb_entry,3,3,1.0,3,3,3,1.0,1
0x00021f48,arena_get2,27,1943,0x004157e0,arena_get2,22,1200,0.6896551724137931,20,29,978,0.6223353483932549,0
0x00022768,arena_get_retry,15,80,0x00415f8c,arena_get_retry,13,45,0.6470588235294118,11,17,36,0.576,0
0x0001f688,atoi,2,2,0x004128c0,atoi,2,2,1.0,2,2,2,1.0,0
0x00013b90,attack_app_cfnull,27,3897,0x004048cc,attack_app_cfnull,31,2532,0.8709677419354839,27,31,2203,0.6853320889718463,1
0x00010564,attack_app_http,28,18454,0x00400ad0,attack_app_http,32,5848,0.8181818181818182,27,33,5218,0.42942967656982967,1
0x00010530,attack_app_proxy,1,1,0x00400a90,attack_app_proxy,1,1,1.0,1,1,1,1.0,1
0x00016a74,attack_get_opt_int,6,7,0x004080fc,attack_get_opt_int,9,12,0.5,5,10,6,0.631578947368421,1
0x00016ae0,attack_get_opt_ip,6,7,0x00408190,attack_get_opt_ip,5,6,0.8333333333333334,5,6,6,0.9230769230769231,1
0x000169dc,attack_get_opt_str,13,20,0x00408038,attack_get_opt_str,12,23,0.7857142857142857,11,14,15,0.6976744186046512,1
0x00015a0c,attack_gre_eth,25,1790,0x00406b94,attack_gre_eth,25,950,1.0,25,25,745,0.5437956204379562,1
0x000151b0,attack_gre_ip,25,1298,0x00406130,attack_gre_ip,25,698,1.0,25,25,509,0.5100200400801603,1
0x00016348,attack_init,4,22,0x00407730,attack_init,4,30,0.6,3,5,12,0.46153846153846156,1
0x000163fc,attack_kill_all,13,19,0x00407824,attack_kill_all,13,19,1.0,13,13,16,0.8421052631578947,1
0x0001647c,attack_parse,20,132,0x004078f4,attack_parse,23,174,0.8695652173913043,20,23,116,0.7581699346405228,1
0x00016898,attack_start,17,68,0x00407e84,attack_start,17,65,0.8888888888888888,16,18,56,0.8421052631578947,1
0x000175dc,attack_tcp_ack,24,1552,0x00408f40,attack_tcp_ack,25,764,0.96,24,25,535,0.4620034542314335,1
0x00017e84,attack_tcp_stomp,26,2148,0x004099f8,attack_tcp_stomp,27,1254,0.9629629629629629,26,27,991,0.5825984714873603,1
0x00016c98,attack_tcp_syn,24,1463,0x004083e0,attack_tcp_syn,25,780,0.96,24,25,568,0.5064645563976817,1
0x00019540,attack_udp_dns,22,1288,0x0040b684,attack_udp_dns,22,595,1.0,22,22,439,0.4662772172065852,1
0x00018938,attack_udp_generic,22,823,0x0040a790,attack_udp_generic,23,517,0.9565217391304348,22,23,379,0.5656716417910448,1
0x00019cb8,attack_udp_plain,24,220,0x0040bfa8,attack_udp_plain,23,304,0.9583333333333334,23,24,195,0.7442748091603053,1
0x00018f64,attack_udp_vse,23,752,0x0040af44,attack_udp_vse,23,520,1.0,23,23,390,0.6132075471698113,1
0x000683c0,call_dl_init,5,15,0x00471b70,call_dl_init,5,15,1.0,5,5,10,0.6666666666666666,0
0x0006da5c,call_dl_lookup,7,23,0x00478a50,call_dl_lookup,7,23,1.0,7,7,21,0.9130434782608695,0
0x0001ebfc,call_fini,12,16,0x00411c00,call_fini,12,13,1.0,12,12,10,0.6896551724137931,0
0x0006d1ac,call_init,19,131,0x00477e80,call_init,20,126,0.95,19,20,100,0.7782101167315175,0
0x0006d468,check_match,17,81,0x00478250,check_match,15,88,0.8823529411764706,15,17,55,0.650887573964497,0
0x0002e414,check_one_fd,17,49,0x00425320,check_one_fd,15,48,0.8823529411764706,15,17,39,0.8041237113402062,0
0x0001a314,checksum_generic,17,33,0x0040c7a0,checksum_generic,18,34,0.9444444444444444,17,18,31,0.9253731343283582,1
0x0001a3b4,checksum_tcpudp,19,57,0x0040c868,checksum_tcpudp,20,57,0.8571428571428571,18,21,48,0.8421052631578947,1
0x0003ba24,clear_once_control,11,15,0x00436a80,clear_once_control,4,4,0.36363636363636365,4,11,4,0.42105263157894735,0
0x00028320,clock,10,12,0x0041d230,clock,10,12,0.8181818181818182,9,11,10,0.8333333333333334,0
0x00034fa8,decide_maybe_mmap,26,169,0x0042e3c4,decide_maybe_mmap,26,165,0.7333333333333333,22,30,118,0.7065868263473054,0
0x00040924,decompose_rpath,18,164,0x0043e0f8,decompose_rpath,16,150,0.8888888888888888,16,18,117,0.7452229299363057,0
0x00010458,deregister_tm_clones,1,1,0x00400980,deregister_tm_clones,1,1,1.0,1,1,1,1.0,0
0x00047a58,derivation_compare,7,16,0x00448788,derivation_compare,7,16,0.75,6,8,14,0.875,0
0x00021140,detach_arena,3,5,0x00414624,detach_arena,3,5,1.0,3,3,5,1.0,0
0x0006940c,dfs_traversal,18,71,0x00473160,dfs_traversal,18,83,1.0,18,18,58,0.7532467532467533,0
0x000683c8,dl_open_worker,14,91,0x00471b98,dl_open_worker,14,89,1.0,14,14,84,0.9333333333333333,0
0x00068aa4,dl_open_worker_begin,27,1188,0x0047251c,dl_open_worker_begin,24,1184,0.7586206896551724,22,29,957,0.8069139966273187,0
0x000619b0,dlerror_run,8,23,0x00468c60,dlerror_run,8,24,1.0,8,8,22,0.9361702127659575,0
0x0006bbdc,dlinfo_doit,14,86,0x00476230,dlinfo_doit,14,85,0.8666666666666667,13,15,77,0.9005847953216374,0
0x0006bd18,dlmopen_doit,13,45,0x00476420,dlmopen_doit,15,46,0.8666666666666667,13,15,44,0.967032967032967,0
0x0006be60,dlopen_doit,14,47,0x004765c0,dlopen_doit,16,48,0.875,14,16,45,0.9473684210526315,0
0x0006bfb8,dlsym_doit,6,15,0x00476770,dlsym_doit,6,15,1.0,6,6,12,0.8,0
0x0006c090,dlvsym_doit,6,19,0x004768f0,dlvsym_doit,6,19,1.0,6,6,14,0.7368421052631579,0
0x00061b20,do_dlclose,9,31,0x00468e4c,do_dlclose,2,2,0.2222222222222222,2,9,2,0.12121212121212122,0
0x00061948,do_dlopen,8,24,0x00468bf0,do_dlopen,8,24,1.0,8,8,21,0.875,0
0x00061a90,do_dlsym,7,19,0x00468d84,do_dlsym,7,19,1.0,7,7,16,0.8421052631578947,0
0x00061a20,do_dlsym_private,9,29,0x00468cfc,do_dlsym_private,9,29,1.0,9,9,22,0.7586206896551724,0
0x00061ad8,do_dlvsym,7,22,0x00468de8,do_dlvsym,7,22,1.0,7,7,18,0.8181818181818182,0
0x0004320c,do_lookup_x,28,1018,0x004413d0,do_lookup_x,27,1563,0.896551724137931,26,29,800,0.6199147617202635,0
0x000510d0,do_release_all,7,9,0x00452fc8,do_release_all,7,9,1.0,7,7,9,1.0,0
0x00051034,do_release_shlib,13,50,0x00452ef4,do_release_shlib,13,48,0.8571428571428571,12,14,34,0.6938775510204082,0
0x00056cd0,do_swap,18,116,0x0045a530,do_swap,17,219,0.9444444444444444,17,18,87,0.5194029850746269,0
0x0006daa0,do_sym,24,276,0x00478ab8,do_sym,20,212,0.8333333333333334,20,24,167,0.6844262295081968,0
0x0002ccd0,do_tunable_update_val,24,387,0x004237e0,do_tunable_update_val,18,374,0.68,17,25,207,0.5440210249671484,0
0x00039c68,enlarge_userbuf,22,147,0x004345c0,enlarge_userbuf,21,124,0.7916666666666666,19,24,98,0.7232472324723247,0
0x0001c684,ensure_single_instance,14,167,0x0040ef6c,ensure_single_instance,14,182,1.0,14,14,167,0.9570200573065902,1
0x0001c574,establish_connection,11,40,0x0040edf4,establish_connection,12,39,0.9166666666666666,11,12,34,0.8607594936708861,1
0x0001fdb4,exit,3,3,0x00412fc4,exit,3,3,1.0,3,3,3,1.0,0
0x000405c4,expand_dynamic_string_token,19,68,0x0043dbcc,expand_dynamic_string_token,18,70,0.9473684210526315,18,19,54,0.782608695652174,0
0x0003efa0,fatal_error,10,35,0x0043b610,fatal_error,11,36,0.9090909090909091,10,11,29,0.8169014084507042,0
0x000406b8,fillin_rpath,19,249,0x0043dd94,fillin_rpath,19,278,1.0,19,19,194,0.7362428842504743,0
0x00047b44,find_derivation,24,2936,0x00448900,find_derivation,21,2166,0.875,21,24,1665,0.6526852214817719,0
0x00050848,find_module,18,78,0x00452404,find_module,15,44,0.7368421052631579,14,19,37,0.6065573770491803,0
0x00050768,find_module_idx,17,85,0x004522b0,find_module_idx,19,88,0.8947368421052632,17,19,67,0.7745664739884393,0
0x000371d8,flush_cleanup,15,168,0x00431320,flush_cleanup,17,121,0.8823529411764706,15,17,68,0.47058823529411764,0
0x00010500,frame_dummy,2,2,0x00400a54,frame_dummy,3,5,0.6666666666666666,2,3,2,0.5714285714285714,0
0x00051504,free_category,15,57,0x004535bc,free_category,12,49,0.8,12,15,31,0.5849056603773585,0
0x00047950,free_derivation,15,86,0x004485a4,free_derivation,14,73,0.8125,13,16,65,0.8176100628930818,0
0x000479fc,free_modules_db,10,30,0x004486c0,free_modules_db,9,27,0.9,9,10,24,0.8421052631578947,0
0x00016c00,free_opts,12,20,0x004082fc,free_opts,12,24,0.7142857142857143,10,14,16,0.7272727272727273,1
0x00061b24,free_slotinfo,13,32,0x00468e68,free_slotinfo,16,35,0.7058823529411765,12,17,23,0.6865671641791045,0
0x0006259c,gconv_parse_code,24,122,0x00469c50,gconv_parse_code,20,117,0.5714285714285714,16,28,76,0.6359832635983264,0
0x0001a098,get_dns_resolver,19,82,0x0040c47c,get_dns_resolver,21,127,0.8181818181818182,18,22,66,0.631578947368421,1
0x0002aa08,get_nproc_stat,16,47,0x00420620,get_nproc_stat,17,48,0.8333333333333334,15,18,36,0.7578947368421053,0
0x0002e74c,getenv,12,45,0x00425760,getenv,12,41,1.0,12,12,33,0.7674418604651163,0
0x0002fe18,group_number,19,70,0x004273cc,group_number,20,66,0.6956521739130435,16,23,40,0.5882352941176471,0
0x00057c60,hack_digit,16,104,0x0045bb80,hack_digit,20,108,0.8,16,20,84,0.7924528301886793,0
0x0001b470,has_exe_access,14,58,0x0040dac8,has_exe_access,15,101,0.8125,13,16,49,0.6163522012578616,1
0x0002bbe0,htonl,6,11,0x00422290,htonl,2,2,0.14285714285714285,1,7,1,0.15384615384615385,0
0x0002bbf4,htons,4,4,0x004222b0,htons,2,2,0.2,1,5,1,0.3333333333333333,0
0x00057090,indirect_msort_with_tmp,18,86,0x0045aa60,indirect_msort_with_tmp,20,91,0.8095238095238095,17,21,65,0.7344632768361582,0
0x0002bc08,inet_aton_end,29,160,0x004222c0,inet_aton_end,25,108,0.6875,22,32,79,0.5895522388059702,0
0x00048e88,insert_module,14,110,0x0044a0bc,insert_module,13,107,0.9285714285714286,13,14,76,0.7004608294930875,0
0x00020ef4,int_mallinfo,17,153,0x00414370,int_mallinfo,19,150,0.8947368421052632,17,19,113,0.7458745874587459,0
0x0003f660,is_dst,19,57,0x0043bff8,is_dst,15,38,0.7,14,20,30,0.631578947368421,0
0x0003f70c,is_trusted_path_normalize,20,154,0x0043c114,is_trusted_path_normalize,19,163,0.95,19,20,89,0.5615141955835962,0
0x0001a548,killer_init,19,508,0x0040ca80,killer_init,22,721,0.782608695652174,18,23,488,0.7941415785191213,1
0x0001aaf8,killer_kill,4,4,0x0040d0f8,killer_kill,4,4,1.0,4,4,4,1.0,1
0x0001ab20,killer_kill_by_port,20,902,0x0040d13c,killer_kill_by_port,19,455,0.7727272727272727,17,22,397,0.5851142225497421,1
0x00051028,known_compare,3,4,0x00452ed0,known_compare,3,4,1.0,3,3,4,1.0,0
0x0003f25c,length_mismatch,3,3,0x0043b9a0,length_mismatch,3,3,1.0,3,3,3,1.0,0
0x0001b938,main,27,1825,0x0040dfd0,main,29,2045,0.9310344827586207,27,29,1748,0.903359173126615,1
0x00021820,malloc_consolidate,21,157,0x00414e60,malloc_consolidate,22,145,0.9545454545454546,21,22,123,0.8145695364238411,0
0x00020edc,malloc_printerr,3,3,0x00414344,malloc_printerr,3,3,1.0,3,3,3,1.0,0
0x0003e444,maybe_split_for_insert,16,196,0x0043a634,maybe_split_for_insert,13,189,0.8125,13,16,143,0.7428571428571429,0
0x0001b880,mem_exists,11,36,0x0040def4,mem_exists,12,37,0.9166666666666666,11,12,35,0.958904109589041,1
0x00027854,memcmp,20,530,0x0041c2c0,memcmp,19,319,0.95,19,20,202,0.4758539458186101,0
0x00027c30,memcpy,25,603,0x0041c5a0,memcpy,20,1306,0.6666666666666666,18,27,296,0.3101100052383447,0
0x00027ed0,memmove,28,1173,0x0041c920,memmove,19,140,0.6206896551724138,18,29,109,0.16603198781416603,0
0x0001b614,memory_scan_match,10,148,0x0040dc88,memory_scan_match,14,164,0.7142857142857143,10,14,125,0.8012820512820513,1
0x00028180,memset,17,121,0x0041cb30,memset,19,203,0.6363636363636364,14,22,54,0.3333333333333333,0
0x00034d6c,mmap_remap_check,29,236,0x0042e108,mmap_remap_check,26,215,0.896551724137931,26,29,123,0.5454545454545454,0
0x00056df4,msort_with_tmp,22,245,0x0045a774,msort_with_tmp,20,181,0.9090909090909091,20,22,120,0.5633802816901409,0
0x0002106c,munmap_chunk,15,51,0x00414524,munmap_chunk,16,59,0.7222222222222222,13,18,34,0.6181818181818182,0
0x00051338,new_composite_name,14,106,0x004532d0,new_composite_name,15,119,0.9333333333333333,14,15,68,0.6044444444444445,0
0x00034c10,new_do_write,23,102,0x0042df10,new_do_write,21,113,0.9130434782608695,21,23,82,0.7627906976744186,0
0x00021ee0,new_heap,7,23,0x0041573c,new_heap,20,256,0.35,7,20,23,0.16487455197132617,0
0x0002a728,next_line,18,103,0x00420220,next_line,18,103,1.0,18,18,85,0.8252427184466019,0
0x0003fdb0,open_path,24,795,0x0043d294,open_path,24,509,0.7777777777777778,21,27,315,0.4831288343558282,0
0x0003f8b8,open_verify,24,306,0x0043cdac,open_verify,24,322,0.8461538461538461,22,26,206,0.6560509554140127,0
0x0006c42c,openaux,13,31,0x00476e80,openaux,12,32,0.6666666666666666,10,15,24,0.7619047619047619,0
0x000285dc,opendir_tail,16,48,0x0041d600,opendir_tail,18,52,0.8888888888888888,16,18,41,0.82,0
0x0002fbfc,outstring_converted_wide_string,24,183,0x00427110,outstring_converted_wide_string,19,217,0.72,18,25,115,0.575,0
0x0005219c,plural_eval,20,121,0x00454410,plural_eval,23,154,0.72,18,25,83,0.6036363636363636,0
0x0002ff24,printf_positional,38,4312,0x00427560,printf_positional,31,2677,0.7692307692307693,30,39,1944,0.5563027614823294,0
0x00021a6c,ptmalloc_init,19,257,0x004151d4,ptmalloc_init,19,253,0.9,18,20,232,0.9098039215686274,0
0x000574f8,qsort,3,3,0x0045b050,qsort,3,3,1.0,3,3,3,1.0,0
0x0001f380,raise,11,14,0x004124e0,raise,12,14,0.9166666666666666,11,12,11,0.7857142857142857,0
0x0001ccec,rand_alphastr,22,133,0x0040f738,rand_alphastr,18,47,0.7391304347826086,17,23,41,0.45555555555555555,1
0x0001cac0,rand_init,5,29,0x0040f480,rand_init,5,29,1.0,5,5,29,1.0,1
0x0001cb48,rand_next,5,17,0x0040f524,rand_next,5,17,1.0,5,5,17,1.0,1
0x0001cc18,rand_str,12,34,0x0040f608,rand_str,12,34,1.0,12,12,32,0.9411764705882353,1
0x00063258,rangecmp,3,4,0x0046acb0,rangecmp,3,4,1.0,3,3,4,1.0,0
